"trainer/step","MLP_PPO_MP_MP5_10_1_75604150_24_07_30-08_04_01 - _step","MLP_PPO_MP_MP5_10_1_75604150_24_07_30-08_04_01 - _step__MIN","MLP_PPO_MP_MP5_10_1_75604150_24_07_30-08_04_01 - _step__MAX","MLP_PPO_MP_MP5_10_1_75604150_24_07_30-08_04_01 - train/avg_mean_normalized_backlog","MLP_PPO_MP_MP5_10_1_75604150_24_07_30-08_04_01 - train/avg_mean_normalized_backlog__MIN","MLP_PPO_MP_MP5_10_1_75604150_24_07_30-08_04_01 - train/avg_mean_normalized_backlog__MAX","PMN_shared_PPO_MP_MP5_10_1_a2c7b39d_24_07_30-08_03_53 - _step","PMN_shared_PPO_MP_MP5_10_1_a2c7b39d_24_07_30-08_03_53 - _step__MIN","PMN_shared_PPO_MP_MP5_10_1_a2c7b39d_24_07_30-08_03_53 - _step__MAX","PMN_shared_PPO_MP_MP5_10_1_a2c7b39d_24_07_30-08_03_53 - train/avg_mean_normalized_backlog","PMN_shared_PPO_MP_MP5_10_1_a2c7b39d_24_07_30-08_03_53 - train/avg_mean_normalized_backlog__MIN","PMN_shared_PPO_MP_MP5_10_1_a2c7b39d_24_07_30-08_03_53 - train/avg_mean_normalized_backlog__MAX","PMN_shared_PPO_MP_MP5_9_1_e8296219_24_07_29-13_13_05 - _step","PMN_shared_PPO_MP_MP5_9_1_e8296219_24_07_29-13_13_05 - _step__MIN","PMN_shared_PPO_MP_MP5_9_1_e8296219_24_07_29-13_13_05 - _step__MAX","PMN_shared_PPO_MP_MP5_9_1_e8296219_24_07_29-13_13_05 - train/avg_mean_normalized_backlog","PMN_shared_PPO_MP_MP5_9_1_e8296219_24_07_29-13_13_05 - train/avg_mean_normalized_backlog__MIN","PMN_shared_PPO_MP_MP5_9_1_e8296219_24_07_29-13_13_05 - train/avg_mean_normalized_backlog__MAX","MLP_PPO_MP_MP5_9_1_1d552365_24_07_29-13_12_36 - _step","MLP_PPO_MP_MP5_9_1_1d552365_24_07_29-13_12_36 - _step__MIN","MLP_PPO_MP_MP5_9_1_1d552365_24_07_29-13_12_36 - _step__MAX","MLP_PPO_MP_MP5_9_1_1d552365_24_07_29-13_12_36 - train/avg_mean_normalized_backlog","MLP_PPO_MP_MP5_9_1_1d552365_24_07_29-13_12_36 - train/avg_mean_normalized_backlog__MIN","MLP_PPO_MP_MP5_9_1_1d552365_24_07_29-13_12_36 - train/avg_mean_normalized_backlog__MAX","PMN_shared_PPO_MP_MP5_8_1_067f38fe_24_07_29-12_20_58 - _step","PMN_shared_PPO_MP_MP5_8_1_067f38fe_24_07_29-12_20_58 - _step__MIN","PMN_shared_PPO_MP_MP5_8_1_067f38fe_24_07_29-12_20_58 - _step__MAX","PMN_shared_PPO_MP_MP5_8_1_067f38fe_24_07_29-12_20_58 - train/avg_mean_normalized_backlog","PMN_shared_PPO_MP_MP5_8_1_067f38fe_24_07_29-12_20_58 - train/avg_mean_normalized_backlog__MIN","PMN_shared_PPO_MP_MP5_8_1_067f38fe_24_07_29-12_20_58 - train/avg_mean_normalized_backlog__MAX","PMN_shared_PPO_MP_MP5_7_1_ea1882e0_24_07_29-12_19_53 - _step","PMN_shared_PPO_MP_MP5_7_1_ea1882e0_24_07_29-12_19_53 - _step__MIN","PMN_shared_PPO_MP_MP5_7_1_ea1882e0_24_07_29-12_19_53 - _step__MAX","PMN_shared_PPO_MP_MP5_7_1_ea1882e0_24_07_29-12_19_53 - train/avg_mean_normalized_backlog","PMN_shared_PPO_MP_MP5_7_1_ea1882e0_24_07_29-12_19_53 - train/avg_mean_normalized_backlog__MIN","PMN_shared_PPO_MP_MP5_7_1_ea1882e0_24_07_29-12_19_53 - train/avg_mean_normalized_backlog__MAX","MLP_PPO_MP_MP5_8_1_c0f7fc82_24_07_29-11_59_30 - _step","MLP_PPO_MP_MP5_8_1_c0f7fc82_24_07_29-11_59_30 - _step__MIN","MLP_PPO_MP_MP5_8_1_c0f7fc82_24_07_29-11_59_30 - _step__MAX","MLP_PPO_MP_MP5_8_1_c0f7fc82_24_07_29-11_59_30 - train/avg_mean_normalized_backlog","MLP_PPO_MP_MP5_8_1_c0f7fc82_24_07_29-11_59_30 - train/avg_mean_normalized_backlog__MIN","MLP_PPO_MP_MP5_8_1_c0f7fc82_24_07_29-11_59_30 - train/avg_mean_normalized_backlog__MAX","PMN_shared_PPO_MP_MP5_6_1_ed573a2c_24_07_29-11_59_15 - _step","PMN_shared_PPO_MP_MP5_6_1_ed573a2c_24_07_29-11_59_15 - _step__MIN","PMN_shared_PPO_MP_MP5_6_1_ed573a2c_24_07_29-11_59_15 - _step__MAX","PMN_shared_PPO_MP_MP5_6_1_ed573a2c_24_07_29-11_59_15 - train/avg_mean_normalized_backlog","PMN_shared_PPO_MP_MP5_6_1_ed573a2c_24_07_29-11_59_15 - train/avg_mean_normalized_backlog__MIN","PMN_shared_PPO_MP_MP5_6_1_ed573a2c_24_07_29-11_59_15 - train/avg_mean_normalized_backlog__MAX","MLP_PPO_MP_MP5_7_1_580e1c49_24_07_29-11_36_56 - _step","MLP_PPO_MP_MP5_7_1_580e1c49_24_07_29-11_36_56 - _step__MIN","MLP_PPO_MP_MP5_7_1_580e1c49_24_07_29-11_36_56 - _step__MAX","MLP_PPO_MP_MP5_7_1_580e1c49_24_07_29-11_36_56 - train/avg_mean_normalized_backlog","MLP_PPO_MP_MP5_7_1_580e1c49_24_07_29-11_36_56 - train/avg_mean_normalized_backlog__MIN","MLP_PPO_MP_MP5_7_1_580e1c49_24_07_29-11_36_56 - train/avg_mean_normalized_backlog__MAX","MLP_PPO_MP_MP5_6_1_16fdeb79_24_07_29-11_36_23 - _step","MLP_PPO_MP_MP5_6_1_16fdeb79_24_07_29-11_36_23 - _step__MIN","MLP_PPO_MP_MP5_6_1_16fdeb79_24_07_29-11_36_23 - _step__MAX","MLP_PPO_MP_MP5_6_1_16fdeb79_24_07_29-11_36_23 - train/avg_mean_normalized_backlog","MLP_PPO_MP_MP5_6_1_16fdeb79_24_07_29-11_36_23 - train/avg_mean_normalized_backlog__MIN","MLP_PPO_MP_MP5_6_1_16fdeb79_24_07_29-11_36_23 - train/avg_mean_normalized_backlog__MAX"
"202000","202000","202000","202000","0.700052797794342","0.700052797794342","0.700052797794342","202000","202000","202000","0.6451659202575684","0.6451659202575684","0.6451659202575684","202000","202000","202000","0.9371895790100098","0.9371895790100098","0.9371895790100098","202000","202000","202000","0.9460212588310242","0.9460212588310242","0.9460212588310242","202000","202000","202000","0.547256350517273","0.547256350517273","0.547256350517273","202000","202000","202000","0.5979762077331543","0.5979762077331543","0.5979762077331543","202000","202000","202000","0.6903008222579956","0.6903008222579956","0.6903008222579956","202000","202000","202000","0.5088934898376465","0.5088934898376465","0.5088934898376465","202000","202000","202000","0.7286245226860046","0.7286245226860046","0.7286245226860046","202000","202000","202000","0.6029595136642456","0.6029595136642456","0.6029595136642456"
"204000","204000","204000","204000","0.7200888395309448","0.7200888395309448","0.7200888395309448","204000","204000","204000","0.6487409472465515","0.6487409472465515","0.6487409472465515","204000","204000","204000","0.9475018978118896","0.9475018978118896","0.9475018978118896","204000","204000","204000","0.9334266185760498","0.9334266185760498","0.9334266185760498","204000","204000","204000","0.5537435412406921","0.5537435412406921","0.5537435412406921","204000","204000","204000","0.5701297521591187","0.5701297521591187","0.5701297521591187","204000","204000","204000","0.6904665231704712","0.6904665231704712","0.6904665231704712","204000","204000","204000","0.5084390044212341","0.5084390044212341","0.5084390044212341","204000","204000","204000","0.717734158039093","0.717734158039093","0.717734158039093","204000","204000","204000","0.5876062512397766","0.5876062512397766","0.5876062512397766"
"206000","206000","206000","206000","0.7238738536834717","0.7238738536834717","0.7238738536834717","206000","206000","206000","0.6550657749176025","0.6550657749176025","0.6550657749176025","206000","206000","206000","0.9288788437843323","0.9288788437843323","0.9288788437843323","206000","206000","206000","0.9439988732337952","0.9439988732337952","0.9439988732337952","206000","206000","206000","0.5594241619110107","0.5594241619110107","0.5594241619110107","206000","206000","206000","0.5496963858604431","0.5496963858604431","0.5496963858604431","206000","206000","206000","0.6753536462783813","0.6753536462783813","0.6753536462783813","206000","206000","206000","0.499771386384964","0.499771386384964","0.499771386384964","206000","206000","206000","0.6984295845031738","0.6984295845031738","0.6984295845031738","206000","206000","206000","0.5901709794998169","0.5901709794998169","0.5901709794998169"
"208000","208000","208000","208000","0.7211335897445679","0.7211335897445679","0.7211335897445679","208000","208000","208000","0.6644052267074585","0.6644052267074585","0.6644052267074585","208000","208000","208000","0.9388197064399719","0.9388197064399719","0.9388197064399719","208000","208000","208000","0.9847645163536072","0.9847645163536072","0.9847645163536072","208000","208000","208000","0.5484874248504639","0.5484874248504639","0.5484874248504639","208000","208000","208000","0.5415670871734619","0.5415670871734619","0.5415670871734619","208000","208000","208000","0.6645586490631104","0.6645586490631104","0.6645586490631104","208000","208000","208000","0.5079243183135986","0.5079243183135986","0.5079243183135986","208000","208000","208000","0.6625513434410095","0.6625513434410095","0.6625513434410095","208000","208000","208000","0.6126610040664673","0.6126610040664673","0.6126610040664673"
"210000","210000","210000","210000","0.697489321231842","0.697489321231842","0.697489321231842","210000","210000","210000","0.656784176826477","0.656784176826477","0.656784176826477","210000","210000","210000","0.921631932258606","0.921631932258606","0.921631932258606","210000","210000","210000","0.957472562789917","0.957472562789917","0.957472562789917","210000","210000","210000","0.5520128607749939","0.5520128607749939","0.5520128607749939","210000","210000","210000","0.5538457036018372","0.5538457036018372","0.5538457036018372","210000","210000","210000","0.6890853643417358","0.6890853643417358","0.6890853643417358","210000","210000","210000","0.5064443945884705","0.5064443945884705","0.5064443945884705","210000","210000","210000","0.6618027091026306","0.6618027091026306","0.6618027091026306","210000","210000","210000","0.6120222210884094","0.6120222210884094","0.6120222210884094"
"212000","212000","212000","212000","0.7031737565994263","0.7031737565994263","0.7031737565994263","212000","212000","212000","0.6449655294418335","0.6449655294418335","0.6449655294418335","212000","212000","212000","0.9214821457862854","0.9214821457862854","0.9214821457862854","212000","212000","212000","0.9427129626274109","0.9427129626274109","0.9427129626274109","212000","212000","212000","0.5537340641021729","0.5537340641021729","0.5537340641021729","212000","212000","212000","0.5702503323554993","0.5702503323554993","0.5702503323554993","212000","212000","212000","0.6949307918548584","0.6949307918548584","0.6949307918548584","212000","212000","212000","0.5156038403511047","0.5156038403511047","0.5156038403511047","212000","212000","212000","0.6923672556877136","0.6923672556877136","0.6923672556877136","212000","212000","212000","0.6314970254898071","0.6314970254898071","0.6314970254898071"
"214000","214000","214000","214000","0.6930872797966003","0.6930872797966003","0.6930872797966003","214000","214000","214000","0.6273313164710999","0.6273313164710999","0.6273313164710999","214000","214000","214000","0.9313007593154907","0.9313007593154907","0.9313007593154907","214000","214000","214000","0.9343822002410889","0.9343822002410889","0.9343822002410889","214000","214000","214000","0.5705594420433044","0.5705594420433044","0.5705594420433044","214000","214000","214000","0.566546618938446","0.566546618938446","0.566546618938446","214000","214000","214000","0.7085574865341187","0.7085574865341187","0.7085574865341187","214000","214000","214000","0.5076634883880615","0.5076634883880615","0.5076634883880615","214000","214000","214000","0.6791211366653442","0.6791211366653442","0.6791211366653442","214000","214000","214000","0.6057105660438538","0.6057105660438538","0.6057105660438538"
"216000","216000","216000","216000","0.7190355062484741","0.7190355062484741","0.7190355062484741","216000","216000","216000","0.6627001166343689","0.6627001166343689","0.6627001166343689","216000","216000","216000","0.9574180841445923","0.9574180841445923","0.9574180841445923","216000","216000","216000","0.9569137692451477","0.9569137692451477","0.9569137692451477","216000","216000","216000","0.5582408308982849","0.5582408308982849","0.5582408308982849","216000","216000","216000","0.573395848274231","0.573395848274231","0.573395848274231","216000","216000","216000","0.6709476709365845","0.6709476709365845","0.6709476709365845","216000","216000","216000","0.5026682019233704","0.5026682019233704","0.5026682019233704","216000","216000","216000","0.6917989253997803","0.6917989253997803","0.6917989253997803","216000","216000","216000","0.5834537744522095","0.5834537744522095","0.5834537744522095"
"218000","218000","218000","218000","0.7087698578834534","0.7087698578834534","0.7087698578834534","218000","218000","218000","0.6701258420944214","0.6701258420944214","0.6701258420944214","218000","218000","218000","0.9572012424468994","0.9572012424468994","0.9572012424468994","218000","218000","218000","0.9444425106048584","0.9444425106048584","0.9444425106048584","218000","218000","218000","0.5631552338600159","0.5631552338600159","0.5631552338600159","218000","218000","218000","0.5786488652229309","0.5786488652229309","0.5786488652229309","218000","218000","218000","0.6541478037834167","0.6541478037834167","0.6541478037834167","218000","218000","218000","0.5091784596443176","0.5091784596443176","0.5091784596443176","218000","218000","218000","0.7075662612915039","0.7075662612915039","0.7075662612915039","218000","218000","218000","0.5772283673286438","0.5772283673286438","0.5772283673286438"
"220000","220000","220000","220000","0.7108636498451233","0.7108636498451233","0.7108636498451233","220000","220000","220000","0.6781482696533203","0.6781482696533203","0.6781482696533203","220000","220000","220000","0.9502488970756531","0.9502488970756531","0.9502488970756531","220000","220000","220000","0.9351198673248291","0.9351198673248291","0.9351198673248291","220000","220000","220000","0.5442816019058228","0.5442816019058228","0.5442816019058228","220000","220000","220000","0.5757537484169006","0.5757537484169006","0.5757537484169006","220000","220000","220000","0.6311827898025513","0.6311827898025513","0.6311827898025513","220000","220000","220000","0.5105440020561218","0.5105440020561218","0.5105440020561218","220000","220000","220000","0.7094424366950989","0.7094424366950989","0.7094424366950989","220000","220000","220000","0.593598484992981","0.593598484992981","0.593598484992981"
"222000","222000","222000","222000","0.6989638805389404","0.6989638805389404","0.6989638805389404","222000","222000","222000","0.6698201894760132","0.6698201894760132","0.6698201894760132","222000","222000","222000","0.9270840883255005","0.9270840883255005","0.9270840883255005","222000","222000","222000","0.9285151958465576","0.9285151958465576","0.9285151958465576","222000","222000","222000","0.5577701926231384","0.5577701926231384","0.5577701926231384","222000","222000","222000","0.5774428844451904","0.5774428844451904","0.5774428844451904","222000","222000","222000","0.6630851626396179","0.6630851626396179","0.6630851626396179","222000","222000","222000","0.49955490231513977","0.49955490231513977","0.49955490231513977","222000","222000","222000","0.6957917213439941","0.6957917213439941","0.6957917213439941","222000","222000","222000","0.5839409232139587","0.5839409232139587","0.5839409232139587"
"224000","224000","224000","224000","0.6927160620689392","0.6927160620689392","0.6927160620689392","224000","224000","224000","0.6820999979972839","0.6820999979972839","0.6820999979972839","224000","224000","224000","0.9388538002967834","0.9388538002967834","0.9388538002967834","224000","224000","224000","0.9579052925109863","0.9579052925109863","0.9579052925109863","224000","224000","224000","0.5585448145866394","0.5585448145866394","0.5585448145866394","224000","224000","224000","0.5764825940132141","0.5764825940132141","0.5764825940132141","224000","224000","224000","0.6817001700401306","0.6817001700401306","0.6817001700401306","224000","224000","224000","0.48162370920181274","0.48162370920181274","0.48162370920181274","224000","224000","224000","0.6962890625","0.6962890625","0.6962890625","224000","224000","224000","0.5639256834983826","0.5639256834983826","0.5639256834983826"
"226000","226000","226000","226000","0.687968909740448","0.687968909740448","0.687968909740448","226000","226000","226000","0.6813094615936279","0.6813094615936279","0.6813094615936279","226000","226000","226000","0.9537879824638367","0.9537879824638367","0.9537879824638367","226000","226000","226000","0.9715811610221863","0.9715811610221863","0.9715811610221863","226000","226000","226000","0.5634405612945557","0.5634405612945557","0.5634405612945557","226000","226000","226000","0.5724903345108032","0.5724903345108032","0.5724903345108032","226000","226000","226000","0.7012686729431152","0.7012686729431152","0.7012686729431152","226000","226000","226000","0.49212878942489624","0.49212878942489624","0.49212878942489624","226000","226000","226000","0.6743900179862976","0.6743900179862976","0.6743900179862976","226000","226000","226000","0.5573562383651733","0.5573562383651733","0.5573562383651733"
"228000","228000","228000","228000","0.678907573223114","0.678907573223114","0.678907573223114","228000","228000","228000","0.6668868064880371","0.6668868064880371","0.6668868064880371","228000","228000","228000","0.9619256258010864","0.9619256258010864","0.9619256258010864","228000","228000","228000","0.9582950472831726","0.9582950472831726","0.9582950472831726","228000","228000","228000","0.572586178779602","0.572586178779602","0.572586178779602","228000","228000","228000","0.5749695301055908","0.5749695301055908","0.5749695301055908","228000","228000","228000","0.6998278498649597","0.6998278498649597","0.6998278498649597","228000","228000","228000","0.5081772804260254","0.5081772804260254","0.5081772804260254","228000","228000","228000","0.6720603704452515","0.6720603704452515","0.6720603704452515","228000","228000","228000","0.5715960264205933","0.5715960264205933","0.5715960264205933"
"230000","230000","230000","230000","0.6887727379798889","0.6887727379798889","0.6887727379798889","230000","230000","230000","0.664551854133606","0.664551854133606","0.664551854133606","230000","230000","230000","0.9531862139701843","0.9531862139701843","0.9531862139701843","230000","230000","230000","0.9512110948562622","0.9512110948562622","0.9512110948562622","230000","230000","230000","0.5925202965736389","0.5925202965736389","0.5925202965736389","230000","230000","230000","0.5908274054527283","0.5908274054527283","0.5908274054527283","230000","230000","230000","0.6899982690811157","0.6899982690811157","0.6899982690811157","230000","230000","230000","0.5190958976745605","0.5190958976745605","0.5190958976745605","230000","230000","230000","0.6901686191558838","0.6901686191558838","0.6901686191558838","230000","230000","230000","0.5900225639343262","0.5900225639343262","0.5900225639343262"
"232000","232000","232000","232000","0.6855531334877014","0.6855531334877014","0.6855531334877014","232000","232000","232000","0.6629359722137451","0.6629359722137451","0.6629359722137451","232000","232000","232000","0.9677770137786865","0.9677770137786865","0.9677770137786865","232000","232000","232000","0.9508107900619507","0.9508107900619507","0.9508107900619507","232000","232000","232000","0.5699577927589417","0.5699577927589417","0.5699577927589417","232000","232000","232000","0.580345094203949","0.580345094203949","0.580345094203949","232000","232000","232000","0.6431370377540588","0.6431370377540588","0.6431370377540588","232000","232000","232000","0.508726954460144","0.508726954460144","0.508726954460144","232000","232000","232000","0.6699351668357849","0.6699351668357849","0.6699351668357849","232000","232000","232000","0.5797588229179382","0.5797588229179382","0.5797588229179382"
"234000","234000","234000","234000","0.6693480014801025","0.6693480014801025","0.6693480014801025","234000","234000","234000","0.6482833027839661","0.6482833027839661","0.6482833027839661","234000","234000","234000","0.9716070294380188","0.9716070294380188","0.9716070294380188","234000","234000","234000","0.9490067958831787","0.9490067958831787","0.9490067958831787","234000","234000","234000","0.5956915020942688","0.5956915020942688","0.5956915020942688","234000","234000","234000","0.5565951466560364","0.5565951466560364","0.5565951466560364","234000","234000","234000","0.7043732404708862","0.7043732404708862","0.7043732404708862","234000","234000","234000","0.4947775900363922","0.4947775900363922","0.4947775900363922","234000","234000","234000","0.6379575729370117","0.6379575729370117","0.6379575729370117","234000","234000","234000","0.5573230385780334","0.5573230385780334","0.5573230385780334"
"236000","236000","236000","236000","0.665736973285675","0.665736973285675","0.665736973285675","236000","236000","236000","0.6416447758674622","0.6416447758674622","0.6416447758674622","236000","236000","236000","0.9643336534500122","0.9643336534500122","0.9643336534500122","236000","236000","236000","0.9433606863021851","0.9433606863021851","0.9433606863021851","236000","236000","236000","0.6063702702522278","0.6063702702522278","0.6063702702522278","236000","236000","236000","0.5605473518371582","0.5605473518371582","0.5605473518371582","236000","236000","236000","0.719857394695282","0.719857394695282","0.719857394695282","236000","236000","236000","0.49555647373199463","0.49555647373199463","0.49555647373199463","236000","236000","236000","0.6514822840690613","0.6514822840690613","0.6514822840690613","236000","236000","236000","0.5531105399131775","0.5531105399131775","0.5531105399131775"
"238000","238000","238000","238000","0.6714236736297607","0.6714236736297607","0.6714236736297607","238000","238000","238000","0.6487041711807251","0.6487041711807251","0.6487041711807251","238000","238000","238000","0.9688218235969543","0.9688218235969543","0.9688218235969543","238000","238000","238000","0.9575734734535217","0.9575734734535217","0.9575734734535217","238000","238000","238000","0.5951154828071594","0.5951154828071594","0.5951154828071594","238000","238000","238000","0.5832018852233887","0.5832018852233887","0.5832018852233887","238000","238000","238000","0.7159212231636047","0.7159212231636047","0.7159212231636047","238000","238000","238000","0.5080839991569519","0.5080839991569519","0.5080839991569519","238000","238000","238000","0.6915645003318787","0.6915645003318787","0.6915645003318787","238000","238000","238000","0.5718765258789062","0.5718765258789062","0.5718765258789062"
"240000","240000","240000","240000","0.6803883910179138","0.6803883910179138","0.6803883910179138","240000","240000","240000","0.6479699611663818","0.6479699611663818","0.6479699611663818","240000","240000","240000","0.9634217023849487","0.9634217023849487","0.9634217023849487","240000","240000","240000","0.9604136347770691","0.9604136347770691","0.9604136347770691","240000","240000","240000","0.5559965968132019","0.5559965968132019","0.5559965968132019","240000","240000","240000","0.5727027654647827","0.5727027654647827","0.5727027654647827","240000","240000","240000","0.6600534915924072","0.6600534915924072","0.6600534915924072","240000","240000","240000","0.5185831189155579","0.5185831189155579","0.5185831189155579","240000","240000","240000","0.7015528082847595","0.7015528082847595","0.7015528082847595","240000","240000","240000","0.5935298800468445","0.5935298800468445","0.5935298800468445"
"242000","242000","242000","242000","0.7059763073921204","0.7059763073921204","0.7059763073921204","242000","242000","242000","0.6660365462303162","0.6660365462303162","0.6660365462303162","242000","242000","242000","0.9070119857788086","0.9070119857788086","0.9070119857788086","242000","242000","242000","0.923867404460907","0.923867404460907","0.923867404460907","242000","242000","242000","0.544499397277832","0.544499397277832","0.544499397277832","242000","242000","242000","0.565395176410675","0.565395176410675","0.565395176410675","242000","242000","242000","0.6333130598068237","0.6333130598068237","0.6333130598068237","242000","242000","242000","0.5144103169441223","0.5144103169441223","0.5144103169441223","242000","242000","242000","0.6887797713279724","0.6887797713279724","0.6887797713279724","242000","242000","242000","0.5874857902526855","0.5874857902526855","0.5874857902526855"
"244000","244000","244000","244000","0.7034845352172852","0.7034845352172852","0.7034845352172852","244000","244000","244000","0.6803880929946899","0.6803880929946899","0.6803880929946899","244000","244000","244000","0.9315625429153442","0.9315625429153442","0.9315625429153442","244000","244000","244000","0.9428979754447937","0.9428979754447937","0.9428979754447937","244000","244000","244000","0.5512550473213196","0.5512550473213196","0.5512550473213196","244000","244000","244000","0.5629794597625732","0.5629794597625732","0.5629794597625732","244000","244000","244000","0.6528447270393372","0.6528447270393372","0.6528447270393372","244000","244000","244000","0.512861967086792","0.512861967086792","0.512861967086792","244000","244000","244000","0.6607264280319214","0.6607264280319214","0.6607264280319214","244000","244000","244000","0.5937415957450867","0.5937415957450867","0.5937415957450867"
"246000","246000","246000","246000","0.6796188950538635","0.6796188950538635","0.6796188950538635","246000","246000","246000","0.6616708040237427","0.6616708040237427","0.6616708040237427","246000","246000","246000","0.945015549659729","0.945015549659729","0.945015549659729","246000","246000","246000","0.9655369520187378","0.9655369520187378","0.9655369520187378","246000","246000","246000","0.555101752281189","0.555101752281189","0.555101752281189","246000","246000","246000","0.5682836174964905","0.5682836174964905","0.5682836174964905","246000","246000","246000","0.6441558003425598","0.6441558003425598","0.6441558003425598","246000","246000","246000","0.5105321407318115","0.5105321407318115","0.5105321407318115","246000","246000","246000","0.6672869324684143","0.6672869324684143","0.6672869324684143","246000","246000","246000","0.5692104697227478","0.5692104697227478","0.5692104697227478"
"248000","248000","248000","248000","0.675735354423523","0.675735354423523","0.675735354423523","248000","248000","248000","0.6587812900543213","0.6587812900543213","0.6587812900543213","248000","248000","248000","0.9636178016662598","0.9636178016662598","0.9636178016662598","248000","248000","248000","0.9794235825538635","0.9794235825538635","0.9794235825538635","248000","248000","248000","0.5525255799293518","0.5525255799293518","0.5525255799293518","248000","248000","248000","0.5670632719993591","0.5670632719993591","0.5670632719993591","248000","248000","248000","0.6339718699455261","0.6339718699455261","0.6339718699455261","248000","248000","248000","0.5066753625869751","0.5066753625869751","0.5066753625869751","248000","248000","248000","0.6638879179954529","0.6638879179954529","0.6638879179954529","248000","248000","248000","0.550460696220398","0.550460696220398","0.550460696220398"
"250000","250000","250000","250000","0.682395875453949","0.682395875453949","0.682395875453949","250000","250000","250000","0.6570832133293152","0.6570832133293152","0.6570832133293152","250000","250000","250000","0.9604577422142029","0.9604577422142029","0.9604577422142029","250000","250000","250000","0.9490257501602173","0.9490257501602173","0.9490257501602173","250000","250000","250000","0.5405449271202087","0.5405449271202087","0.5405449271202087","250000","250000","250000","0.5664032101631165","0.5664032101631165","0.5664032101631165","250000","250000","250000","0.6297391653060913","0.6297391653060913","0.6297391653060913","250000","250000","250000","0.5075850486755371","0.5075850486755371","0.5075850486755371","250000","250000","250000","0.6686878800392151","0.6686878800392151","0.6686878800392151","250000","250000","250000","0.5561872720718384","0.5561872720718384","0.5561872720718384"
"252000","252000","252000","252000","0.7011718153953552","0.7011718153953552","0.7011718153953552","252000","252000","252000","0.6640247702598572","0.6640247702598572","0.6640247702598572","252000","252000","252000","0.9539519548416138","0.9539519548416138","0.9539519548416138","252000","252000","252000","0.9393722414970398","0.9393722414970398","0.9393722414970398","252000","252000","252000","0.5510684251785278","0.5510684251785278","0.5510684251785278","252000","252000","252000","0.5633506774902344","0.5633506774902344","0.5633506774902344","252000","252000","252000","0.6434262990951538","0.6434262990951538","0.6434262990951538","252000","252000","252000","0.501383900642395","0.501383900642395","0.501383900642395","252000","252000","252000","0.6562160849571228","0.6562160849571228","0.6562160849571228","252000","252000","252000","0.573141872882843","0.573141872882843","0.573141872882843"
"254000","254000","254000","254000","0.6971601843833923","0.6971601843833923","0.6971601843833923","254000","254000","254000","0.6574715375900269","0.6574715375900269","0.6574715375900269","254000","254000","254000","0.9530889987945557","0.9530889987945557","0.9530889987945557","254000","254000","254000","0.949352502822876","0.949352502822876","0.949352502822876","254000","254000","254000","0.5560204386711121","0.5560204386711121","0.5560204386711121","254000","254000","254000","0.5598818063735962","0.5598818063735962","0.5598818063735962","254000","254000","254000","0.6391606330871582","0.6391606330871582","0.6391606330871582","254000","254000","254000","0.5017198324203491","0.5017198324203491","0.5017198324203491","254000","254000","254000","0.6525364518165588","0.6525364518165588","0.6525364518165588","254000","254000","254000","0.58806973695755","0.58806973695755","0.58806973695755"
"256000","256000","256000","256000","0.6922969818115234","0.6922969818115234","0.6922969818115234","256000","256000","256000","0.6502485871315002","0.6502485871315002","0.6502485871315002","256000","256000","256000","0.9450313448905945","0.9450313448905945","0.9450313448905945","256000","256000","256000","0.9670271873474121","0.9670271873474121","0.9670271873474121","256000","256000","256000","0.5594292283058167","0.5594292283058167","0.5594292283058167","256000","256000","256000","0.5524137616157532","0.5524137616157532","0.5524137616157532","256000","256000","256000","0.6174512505531311","0.6174512505531311","0.6174512505531311","256000","256000","256000","0.5068785548210144","0.5068785548210144","0.5068785548210144","256000","256000","256000","0.636201024055481","0.636201024055481","0.636201024055481","256000","256000","256000","0.5900065898895264","0.5900065898895264","0.5900065898895264"
"258000","258000","258000","258000","0.6843225955963135","0.6843225955963135","0.6843225955963135","258000","258000","258000","0.6456635594367981","0.6456635594367981","0.6456635594367981","258000","258000","258000","0.9451969265937805","0.9451969265937805","0.9451969265937805","258000","258000","258000","0.9716487526893616","0.9716487526893616","0.9716487526893616","258000","258000","258000","0.5481381416320801","0.5481381416320801","0.5481381416320801","258000","258000","258000","0.5573350787162781","0.5573350787162781","0.5573350787162781","258000","258000","258000","0.6007445454597473","0.6007445454597473","0.6007445454597473","258000","258000","258000","0.5083926320075989","0.5083926320075989","0.5083926320075989","258000","258000","258000","0.6319451332092285","0.6319451332092285","0.6319451332092285","258000","258000","258000","0.5691271424293518","0.5691271424293518","0.5691271424293518"
"260000","260000","260000","260000","0.6923958659172058","0.6923958659172058","0.6923958659172058","260000","260000","260000","0.6462348699569702","0.6462348699569702","0.6462348699569702","260000","260000","260000","0.9367396235466003","0.9367396235466003","0.9367396235466003","260000","260000","260000","0.959762454032898","0.959762454032898","0.959762454032898","260000","260000","260000","0.5409513115882874","0.5409513115882874","0.5409513115882874","260000","260000","260000","0.5622789859771729","0.5622789859771729","0.5622789859771729","260000","260000","260000","0.6126079559326172","0.6126079559326172","0.6126079559326172","260000","260000","260000","0.5192307829856873","0.5192307829856873","0.5192307829856873","260000","260000","260000","0.6336035132408142","0.6336035132408142","0.6336035132408142","260000","260000","260000","0.5774384140968323","0.5774384140968323","0.5774384140968323"
